Match	LatinskNavn_id	name	Classification	Trophy	Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species	Classification_1
Eutreptiella	-850	Eutreptiella_5-7x10-15_µm	Euglenophyta	"NA"	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Eutreptiidae	Eutreptiella	Eutreptiella 5-7x10-15 µm	Euglenophyta
Eutreptiella	-851	Eutreptiella_5-7x15-20_µm	Euglenophyta	"NA"	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Eutreptiidae	Eutreptiella	Eutreptiella 5-7x15-20 µm	Euglenophyta
Eutreptiella	-852	Eutreptiella_5-7x20-25_µm	Euglenophyta	"NA"	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Eutreptiidae	Eutreptiella	Eutreptiella 5-7x20-25 µm	Euglenophyta
Eutreptiella	-853	Eutreptiella_7-9x15-20_µm	Euglenophyta	"NA"	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Eutreptiidae	Eutreptiella	Eutreptiella 7-9x15-20 µm	Euglenophyta
Eutreptiella	-609	Eutreptiella_7-9x20-25_µm	Euglenophyta	"NA"	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Eutreptiidae	Eutreptiella	Eutreptiella 7-9x20-25 µm	Euglenophyta
Eutreptiella	-610	Eutreptiella_7-9x25-30_µm	Euglenophyta	"NA"	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Eutreptiidae	Eutreptiella	Eutreptiella 7-9x25-30 µm	Euglenophyta
Eutreptiella	-1031	Eutreptiella_9-11x10-15_µm	Euglenophyta	"NA"	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Eutreptiidae	Eutreptiella	Eutreptiella 9-11x10-15 µm	Euglenophyta
Eutreptiella	-1032	Eutreptiella_9-11x15-20_µm	Euglenophyta	"NA"	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Eutreptiidae	Eutreptiella	Eutreptiella 9-11x15-20 µm	Euglenophyta
Eutreptiella	-854	Eutreptiella_9-11x20-30_µm	Euglenophyta	"NA"	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Eutreptiidae	Eutreptiella	Eutreptiella 9-11x20-30 µm	Euglenophyta
Eutreptiella	-611	Eutreptiella_9-11x30-40_µm	Euglenophyta	"NA"	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Eutreptiidae	Eutreptiella	Eutreptiella 9-11x30-40 µm	Euglenophyta
Eutreptiella	-855	Eutreptiella_9-11x40-60_µm	Euglenophyta	"NA"	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Eutreptiidae	Eutreptiella	Eutreptiella 9-11x40-60 µm	Euglenophyta
Eutreptiella	118553	Eutreptiella_braarudii	"NA"	"NA"	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Eutreptiidae	Eutreptiella	Eutreptiella braarudii	NA
Eutreptiella	118556	Eutreptiella_gymnastica	"NA"	"NA"	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Eutreptiidae	Eutreptiella	Eutreptiella gymnastica	NA
Favella	-612	Favella_30-50x50-100_µm	Ciliophora	"NA"	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Favellidae	Favella	Favella 30-50x50-100 µm	Ciliophora
Flagellates	-613	Flagellates_<2_µm	Eukaryota_X	"NA"	"NA"	"NA"	"NA"	Eukaryota_XXX	NA	"NA"	"NA"	Flagellates <2 µm	Eukaryota_X
Flagellates	-973	Flagellates_species_incertae_sedis	Eukaryota_X	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Flagellates species incertae sedis	Eukaryota_X
Fossula	117638	Fossula_arctica	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Fossula arctica	NA
Fragilaria	117639	Fragilaria_(Slekt)	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Fragilaria	Fragilaria (Slekt)	Diatoms
Fragilaria	-620	Fragilaria_2-3x15-30_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Fragilaria	Fragilaria 2-3x15-30 µm	Diatoms
Fragilaria	-621	Fragilaria_3-4x30-40_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Fragilaria	Fragilaria 3-4x30-40 µm	Diatoms
Fragilaria	-622	Fragilaria_5-6x40-60_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Fragilaria	Fragilaria 5-6x40-60 µm	Diatoms
Fragilaria	-623	Fragilaria_7-8x60-80_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Fragilaria	Fragilaria 7-8x60-80 µm	Diatoms
Fragilaria	117643	Fragilaria_crotonensis	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Fragilaria	Fragilaria crotonensis	Diatoms
Fragilaria	118820	Fragilaria_ulna	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Fragilaria	Fragilaria ulna	Diatoms
Fragilariaceae	117624	Fragilariaceae_(Familie)	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Fragilariaceae (Familie)	NA
Fragilariopsis	117739	Fragilariopsis_(Slekt)	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Fragilariopsis	Fragilariopsis (Slekt)	Diatoms
Fragilariopsis_cylindrus	117741	Fragilariopsis_cylindrus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Fragilariopsis	Fragilariopsis cylindrus	Diatoms
Fragilariopsis	117743	Fragilariopsis_oceanica	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Fragilariopsis	Fragilariopsis oceanica	Diatoms
Fragilidium	118522	Fragilidium_(Slekt)	Dinoflagellata	Mixotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Pyrophacaceae	Fragilidium	Fragilidium (Slekt)	Dinoflagellata
Fragilidium_subglobosum	118523	Fragilidium_subglobosum	Dinoflagellata	Mixotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Pyrophacaceae	Fragilidium	Fragilidium subglobosum	Dinoflagellata
Glenodinium	147906	Glenodinium_danicum	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Glenodinium danicum	NA
Gonyaulax	118409	Gonyaulax_(Slekt)	Dinoflagellata	Phototroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax (Slekt)	Dinoflagellata
Gonyaulax	-624	Gonyaulax_25-35_µm	Dinoflagellata	Phototroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax 25-35 µm	Dinoflagellata
Gonyaulax	-625	Gonyaulax_35-45_µm	Dinoflagellata	Phototroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax 35-45 µm	Dinoflagellata
Gonyaulax	-626	Gonyaulax_45-55_µm	Dinoflagellata	Phototroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax 45-55 µm	Dinoflagellata
Gonyaulax	118410	Gonyaulax_digitale	Dinoflagellata	Phototroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax digitale	Dinoflagellata
Gonyaulax	118411	Gonyaulax_polygramma	Dinoflagellata	Phototroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax polygramma	Dinoflagellata
Gonyaulax	118412	Gonyaulax_scrippsae	Dinoflagellata	Phototroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax scrippsae	Dinoflagellata
Gonyaulax_spinifera	118413	Gonyaulax_spinifera	Dinoflagellata	Phototroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax spinifera	Dinoflagellata
Gonyaulax_verior	118414	Gonyaulax_verior	Dinoflagellata	Phototroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax verior	Dinoflagellata
Grammatophora	150117	Grammatophora_marina	"NA"	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Grammatophora	Grammatophora marina	Diatoms
Guinardia	117521	Guinardia_delicatula	"NA"	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Guinardia	Guinardia delicatula	Diatoms
Guinardia	117522	Guinardia_flaccida	"NA"	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Guinardia	Guinardia flaccida	Diatoms
Guinardia	117523	Guinardia_striata	"NA"	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Guinardia	Guinardia striata	Diatoms
Gymnodiniales	1479	Gymnodiniales_(Orden)	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales_X	Gymnodiniales_XX	Gymnodiniales (Orden)	Dinoflagellata
Gymnodiniales	-627	Gymnodiniales_<10_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales_X	Gymnodiniales_XX	Gymnodiniales <10 µm	Dinoflagellata
Gymnodiniales	-628	Gymnodiniales_10-15_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales_X	Gymnodiniales_XX	Gymnodiniales 10-15 µm	Dinoflagellata
Gymnodiniales	-629	Gymnodiniales_15-20_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales_X	Gymnodiniales_XX	Gymnodiniales 15-20 µm	Dinoflagellata
Gymnodiniales	-630	Gymnodiniales_20-27_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales_X	Gymnodiniales_XX	Gymnodiniales 20-27 µm	Dinoflagellata
Gymnodiniales	-631	Gymnodiniales_27-40_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales_X	Gymnodiniales_XX	Gymnodiniales 27-40 µm	Dinoflagellata
Gymnodiniales	-632	Gymnodiniales_40-50_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales_X	Gymnodiniales_XX	Gymnodiniales 40-50 µm	Dinoflagellata
Gymnodiniales	-633	Gymnodiniales_50-70_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales_X	Gymnodiniales_XX	Gymnodiniales 50-70 µm	Dinoflagellata
Gymnodiniales	-634	Gymnodiniales_70_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales_X	Gymnodiniales_XX	Gymnodiniales 70 µm	Dinoflagellata
Gymnodinium	118311	Gymnodinium_(Slekt)	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium (Slekt)	Dinoflagellata
Gymnodinium	-154	Gymnodinium_10*5_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 10*5 µm	Dinoflagellata
Gymnodinium	-635	Gymnodinium_11-13x15-20_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 11-13x15-20 µm	Dinoflagellata
Gymnodinium	-859	Gymnodinium_14-17x20-25_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 14-17x20-25 µm	Dinoflagellata
Gymnodinium	-155	Gymnodinium_15*10_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 15*10 µm	Dinoflagellata
Gymnodinium	-156	Gymnodinium_15*15_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 15*15 µm	Dinoflagellata
Gymnodinium	-974	Gymnodinium_18-22x35-45_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 18-22x35-45 µm	Dinoflagellata
Gymnodinium	-860	Gymnodinium_18-23x25-35_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 18-23x25-35 µm	Dinoflagellata
Gymnodinium	-157	Gymnodinium_20*10_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 20*10 µm	Dinoflagellata
Gymnodinium	-158	Gymnodinium_20*15_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 20*15 µm	Dinoflagellata
Gymnodinium	-159	Gymnodinium_20*20_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 20*20 µm	Dinoflagellata
Gymnodinium	-861	Gymnodinium_23-27x45-55_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 23-27x45-55 µm	Dinoflagellata
Gymnodinium	-160	Gymnodinium_25*25_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 25*25 µm	Dinoflagellata
Gymnodinium	-862	Gymnodinium_28-32x55-65_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 28-32x55-65 µm	Dinoflagellata
Gymnodinium	-161	Gymnodinium_30*20_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 30*20 µm	Dinoflagellata
Gymnodinium	-162	Gymnodinium_30*30_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 30*30 µm	Dinoflagellata
Gymnodinium	-863	Gymnodinium_30-34x35-45_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 30-34x35-45 µm	Dinoflagellata
Gymnodinium	-163	Gymnodinium_40*20_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 40*20 µm	Dinoflagellata
Gymnodinium	-864	Gymnodinium_43-48x85-100_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 43-48x85-100 µm	Dinoflagellata
Gymnodinium	-636	Gymnodinium_4-6x5-10_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 4-6x5-10 µm	Dinoflagellata
Gymnodinium	-165	Gymnodinium_50*30_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 50*30 µm	Dinoflagellata
Gymnodinium	-637	Gymnodinium_62-68x75-85_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 62-68x75-85 µm	Dinoflagellata
Gymnodinium	-638	Gymnodinium_7-10x10-15_µm	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium 7-10x10-15 µm	Dinoflagellata
Gymnodinium	147753	Gymnodinium_catenatum	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium catenatum	Dinoflagellata
Gymnodinium	118314	Gymnodinium_chlorophorum	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium chlorophorum	Dinoflagellata
Gymnodinium	118316	Gymnodinium_gracile	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium gracile	Dinoflagellata
Gymnodinium	118319	Gymnodinium_irregulare	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium irregulare	Dinoflagellata
Gymnodinium	118322	Gymnodinium_simplex	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium simplex	Dinoflagellata
Gymnodinium	147779	Gymnodinium_vestifici	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium vestifici	Dinoflagellata
Gymnodinium	118325	Gymnodinium_vestificii_-_slettet_20.12.2016_17:41:32	Dinoflagellata	Dinoflagellate	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium vestificii - slettet 20.12.2016 17:41:32	Dinoflagellata
Gyrodinium	118326	Gyrodinium_(Slekt)	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium (Slekt)	Dinoflagellata
Gyrodinium	-865	Gyrodinium_11-13x15-20_µm	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium 11-13x15-20 µm	Dinoflagellata
Gyrodinium	-639	Gyrodinium_14-17x20-25_µm	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium 14-17x20-25 µm	Dinoflagellata
Gyrodinium	-866	Gyrodinium_18-22x35-45_µm	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium 18-22x35-45 µm	Dinoflagellata
Gyrodinium	-640	Gyrodinium_18-23x25-35_µm	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium 18-23x25-35 µm	Dinoflagellata
Gyrodinium	-641	Gyrodinium_23-27x45-55_µm	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium 23-27x45-55 µm	Dinoflagellata
Gyrodinium	-642	Gyrodinium_28-32x55-65_µm	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium 28-32x55-65 µm	Dinoflagellata
Gyrodinium	-643	Gyrodinium_30-34x35-45_µm	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium 30-34x35-45 µm	Dinoflagellata
Gyrodinium	-1010	Gyrodinium_33-37x65-75_µm	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium 33-37x65-75 µm	Dinoflagellata
Gyrodinium	-644	Gyrodinium_38-42x45-55_µm	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium 38-42x45-55 µm	Dinoflagellata
Gyrodinium	-1011	Gyrodinium_43-48x85-100_µm	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium 43-48x85-100 µm	Dinoflagellata
Gyrodinium	-645	Gyrodinium_44-50x55-65_µm	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium 44-50x55-65 µm	Dinoflagellata
Gyrodinium	-646	Gyrodinium_4-6x5-10_µm	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium 4-6x5-10 µm	Dinoflagellata
Gyrodinium	-1033	Gyrodinium_54-58x65-75_µm	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium 54-58x65-75 µm	Dinoflagellata
Gyrodinium	-647	Gyrodinium_7-10x10-15_µm	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium 7-10x10-15 µm	Dinoflagellata
Gyrodinium	-1034	Gyrodinium_72-76x85-100_µm	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium 72-76x85-100 µm	Dinoflagellata
Gyrodinium	151080	Gyrodinium_calyptoglyphe	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium calyptoglyphe	Dinoflagellata
Gyrodinium_dominans	118331	Gyrodinium_dominans	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium dominans	Dinoflagellata
Gyrodinium	118332	Gyrodinium_estuariale	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium estuariale	Dinoflagellata
Gyrodinium	147784	Gyrodinium_flagellare	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium flagellare	Dinoflagellata
Gyrodinium	-56361	Gyrodinium_formosum	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium formosum	Dinoflagellata
Gyrodinium_fusiforme	118333	Gyrodinium_fusiforme	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme	Dinoflagellata
Gyrodinium	118336	Gyrodinium_lachryma	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium lachryma	Dinoflagellata
Gyrodinium	118338	Gyrodinium_resplendens	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium resplendens	Dinoflagellata
Gyrodinium_spirale	118339	Gyrodinium_spirale	Dinoflagellata	Heterotroph	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium spirale	Dinoflagellata
Gyrodinium/Gymnodinium	-22	Gyrodinium/Gymnodinium_<20_µm	"NA"	"NA"	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales_X	Gymnodiniales_XX	Gyrodinium/Gymnodinium <20 µm	NA
Gyrodinium/Gymnodinium	-25	Gyrodinium/Gymnodinium_>80_µm	"NA"	"NA"	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales_X	Gymnodiniales_XX	Gyrodinium/Gymnodinium >80 µm	NA
Gyrodinium/Gymnodinium	-23	Gyrodinium/Gymnodinium_20-40_µm	"NA"	"NA"	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales_X	Gymnodiniales_XX	Gyrodinium/Gymnodinium 20-40 µm	NA
Gyrodinium/Gymnodinium	-24	Gyrodinium/Gymnodinium_60-80_µm	"NA"	"NA"	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales_X	Gymnodiniales_XX	Gyrodinium/Gymnodinium 60-80 µm	NA
